series,episode,sewer,pattern_rank,transformation_name,transformation_rank,made_to_measure_name,garmet_of_week_win
8,2,Chichi,9,NA,8,One-Sleeved Track Jacket inspired by Surya Bonaly and Florence Griffith Joyner,0
8,2,Cristian,8,NA,9,Poolside Jacket inspired by Tom Daley,0
8,2,Debra,6,NA,2,Welsh rugby jacket inspired by Alun-Wyn Jones,0
8,2,Gill,10,NA,6,Gold Medal Jacket inspired by Nicola Adams,0
8,2,Man Yee,1,NA,4,Climbing Jacket Inspired by Kim Ja-In,0
8,2,Marni,3,NA,3,Rowing Jacket inspired by Major Heather Stanning,1
8,2,Richy,4,NA,10,Diving Board Jacket inspired by Tom Daley,0
8,2,Steve,5,NA,7,80's Print Track Jacket inspired by Florence Griffith Joyner,0
8,3,Angela,4,,1,Crop Top Summer Co-Ord,0
8,3,Annie,7,,7,African Wax Print Co-Ord,0
8,3,Brogan,1,,2,Spanish Inspired Summer Co-Ord,0
8,3,Cristian,3,,3,Cheese Plant Co-Ord,0
8,3,Debra,8,,4,Sailing Co-Ord,1
8,3,Gill,6,,8,Shell Top Co-Ord,0
8,3,Man Yee,5,,5,Lemons Bustier Co-Ord,0
8,3,Marni,2,pink dress,9,Ribbed Crop Top Co-Ord,0
8,3,Richy,9,,6,Sex in the City Co-Ord,0
8,3,Steve,10,shorts set,10,Tropical Beach Co-Ord,0
8,4,Angela,7,,6,Button Front Summer Dress,0
8,4,Annie,5,,2,Seventies Maxi Dress,0
8,4,Brogan,2,,3,Nana-Chic Maxi Dress,0
8,4,Cristian,6,,5,Family Heirloom Maxi Dress,0
8,4,Debra,1,Cape,9,Big Cat maxi Dress,0
8,4,Gill,3,,4,Chevron Skirt Maxi Dress,1
8,4,Man Yee,8,,1,Ruffle Dress,0
8,4,Marni,4,,8,Cross Front Maxi Dress,0
8,4,Steve,9,,7,Psychedelic Eighties Dress,0
8,5,Angela,6,Jumpsuit,1,Spider,0
8,5,Annie,8,,6,Dragon,0
8,5,Brogan,4,,4,Umbrella Bat,0
8,5,Cristian,2,,2,Funny Clown,0
8,5,Debra,5,,7,Miss Havisham,1
8,5,Gill,7,,8,Dalek,0
8,5,Man Yee,1,,3,Spider,0
8,5,Marni,3,,5,Dark Fairy,0
8,6,Angela,6,NA,6,Labyrinth Coat Dress,0
8,6,Annie,3,NA,7,80's Fashion Blazer Dress,1
8,6,Brogan,1,NA,2,Let's Dance Party Dress,0
8,6,Cristian,2,NA,3,Ziggy Stardust Catsuit,0
8,6,Debra,4,NA,4,Ashes to Ashes Trouser Suit,0
8,6,Gill,7,NA,1,Ziggy Flame Dress,0
8,6,Man Yee,5,NA,5,Rebel Rebel Two-Piece,0
8,7,Annie,1,NA,2,ASAP Rocky Inspired Pyjamas,0
8,7,Brogan,3,NA,4,Cheeseplant Fabric Pyjamas,0
8,7,Cristian,5,NA,3,Satin Pyjamas,0
8,7,Debra,4,NA,1,Noel Coward Inspired Pyjamas,0
8,7,Gill,6,NA,6,Goldfish Pyjamas,0
8,7,Man Yee,2,NA,5,Dad Inspired Pyjamas,1
8,8,Annie,5,NA,3,Jean Harlow Dress - In Red,1
8,8,Brogan,4,NA,5,Ginger Rogers Dress,0
8,8,Cristian,2,NA,4,Stretch Dress,0
8,8,Debra,3,NA,2,Golden Dress,0
8,8,Man Yee,1,NA,1,Jean Harlow Dress,0
8,9,Annie,1,Jacket,2,Origami Bunny Dress,1
8,9,Brogan,3,Skirt,3,Origami Lotus Flower Dress,0
8,9,Debra,4,Pinafore,4,Origami Mount Fuji & Cherry Blossom Dress,0
8,9,Man Yee,2,Skirt,1,Origami Crane Dress,0
8,10,Annie,3,Top,2,Metallic Jumpsuit with Bow,0
8,10,Brogan,4,Top and Skirt,4,Leopard Print Playsuit,0
8,10,Debra,1,Dress,3,Multicolour Jumpsuit,0
8,10,Man Yee,2,Top,1,Sequin Jumpsuit,0
9,1,Asmaa,1,Skirt and Top,6,Open Back Cut-Out Dress,0
9,1,Catherine,12,Cat Peek Dress,5,Sateen Cut-Out Dress,0
9,1,Fauve,5,Pink Top,9,Floral Cut-Out Dress,0
9,1,Gillie,11,Floral Outfit,4,Cut-Out Sundress,0
9,1,Lauren,6,Dress,7,Linen Cut-Out Dress,0
9,1,Lizzie,10,Gathered Outfit,3,Dior-Inspired Cut-Out Dress,0
9,1,Maria,8,Blue Tunic Top,12,Broderie Anglaise Cut-Out Dress,0
9,1,Matthew,3,Bondage Shirt,1,Harness Cut-Out Dress,0
9,1,Mia,7,Yellow Top,8,Cut-Out Mini Dress,0
9,1,Tony R,2,Shorts,11,Rockabilly Cut-Out Dress,0
9,1,Tony W,9,Waistcoat,10,Stretch Fabric Cut-Out Dress,1
9,1,Vicki,4,Orange Sleeve Top,2,1980s Cut-Out Dress,0
9,2,Asmaa,2,Jacket & Skirt,1,Marilyn Monroe Inspired Swimsuit,0
9,2,Fauve,5,Wrap Coat,9,Wild Swimming Costume,0
9,2,Gillie,11,Patriotic Coat,7,South of France Inspired Swimsuit,0
9,2,Lauren,4,Frilled Cape,5,Belted Swimsuit,0
9,2,Lizzie,10,Loop Cape,10,Frilly Ruffle Swimsuit,0
9,2,Maria,6,Alien Vs Predator,8,Retro Inspired Swimsuit,0
9,2,Matthew,8,Giant Hood Coat,4,Transgender Flag Swimsuit,0
9,2,Mia,9,Bow Top,6,Puff Sleeve Swimsuit,1
9,2,Tony R,3,Red and yellow stripe coat,3,Cornish Sea Swimsuit,0
9,2,Tony W,7,Pink Binding Coat,2,Halterneck Swimsuit,0
9,2,Vicki,1,All in one,11,Sun Safe Swimsuit,0
9,3,Asmaa,1,,6,Jellabiya Boubou,0
9,3,Fauve,10,,8,Fringed Boubou,0
9,3,Lauren,5,Grecian Goddess,2,Fans Boubou,0
9,3,Lizzie,8,Spotty asymetrical dress,1,Colour Block Boubou,1
9,3,Maria,4,purple dress,10,Chiffon Boubou,0
9,3,Matthew,6,,7,Man's Boubou,0
9,3,Mia,9,,4,Puffy Ruffly Boubou,0
9,3,Tony R,3,red halterneck,9,Flounce Boubou,0
9,3,Tony W,7,,3,Billowing Boubou,0
9,3,Vicki,2,,5,Midi Boubou,0
9,4,Asmaa,1,NA,1,Flower Power Coat,0
9,4,Fauve,8,NA,6,Swinging 60's Dress,0
9,4,Lauren,5,NA,9,Culotte & Crop Top Set,0
9,4,Lizzie,6,NA,2,Striped Dress & Hooded Bomber,0
9,4,Matthew,7,NA,5,Nan's A-Line Dress,0
9,4,Mia,3,NA,3,Box Jacket & Mini Skirt,1
9,4,Tony R,9,NA,4,Festival Two Piece,0
9,4,Tony W,4,NA,7,Stripes & Chevron Two Piece,0
9,4,Vicki,2,NA,8,Bohemian Dress,0
9,5,Asmaa,2,Nautilus Shell Top,1,Cream Dress,0
9,5,Fauve,4,,4,Architectural Dress,1
9,5,Lauren,7,Dark Armour Dress,2,Illusion Shirt Dress,0
9,5,Lizzie,1,,5,Ode to Picasso,0
9,5,Mia,6,,3,Cloud Dress,0
9,5,Tony R,5,Blue & White Top,6,This is a Dress,0
9,5,Tony W,8,Blue Jacket,8,Gothic Bridal Gown,0
9,5,Vicki,3,V-Neck Top,7,Dali Inspired Outfit,0
9,6,Asmaa,2,Black Jacket with Neon Twists,7,Aqua Birthday Party Dress,0
9,6,Fauve,7,Stars & Tulle Jacket,5,Floral Jumpsuit,0
9,6,Lauren,3,Patchwork Jacket,6,Sunday Best Dress,0
9,6,Lizzie,1,Soviet Cosmonaut Jacket,1,Waistcoat & Tiered Skirt,0
9,6,Mia,5,Frilled Sleeveless Jacket,4,Christmas Party Dress,0
9,6,Tony R,6,Dinosaur Camo Jacket,2,Neoprene Party Dress,1
9,6,Vicki,4,Hearts & Lace Jacket,3,Princess Party Dress,0
9,7,Asmaa,2,Jennifer Lopez,6,Boned Bustier,1
9,7,Lauren,4,Scary Spice,1,Bias Cut Slip Dress,0
9,7,Lizzie,6,Lady Raver @ Prodigy Gig,5,Liquid Gold Slip Dress,0
9,7,Mia,5,Madonna,2,Liz Hurley Inspired Dress,0
9,7,Tony R,3,Ginger Spice Dress,3,Body Con Dress,0
9,7,Vicki,1,Ginger Spice 2 Piece,4,Satin Corset Dress,0
9,8,Asmaa,1,Bikini with Bolero & Skirt,4,Purple Velvet Smoking Jacket,1
9,8,Lauren,5,Halter Neck Clear Dress,2,Chenille Smoking Jacket,0
9,8,Mia,2,Stars Cocktail Dress,1,Harry Styles Jacquared Jacket,0
9,8,Tony R,4,Bondage Skirt with Cape,5,Willy Wonka Purple Cordury Jacket,0
9,8,Vicki,3,Frilled Yellow Dress,3,Rainforest Pocketless Jacket,0
9,9,Asmaa,1,Carnival top with Scourer Pom-Poms,3,Rock Chick Boilersuit,1
9,9,Mia,3,Rubber gloves Dress,2,Floral Boilersuit for Mum,0
9,9,Tony R,2,Tabard & Mops dress,4,Camo Boilersuit,0
9,9,Vicki,4,Checkerboard Scourer Pleated Top,1,Orange is the New Black Boilersuit,0
9,10,Asmaa,2,Black & Silver Spectacular,1,Blue Shift Dress/Emerald Gown with Bow,0
9,10,Mia,1,David Bowie Skort,3,Little Black Dress/Pink Glitter Gown,0
9,10,Tony R,3,70's Collar with Pink Cravat,2,Puffball Dress/Psychedelic Fishtail Dress,0
10,1,Ailsa,8,Multi-panel Cardigan,8,Wrap Dress,0
10,1,Alex,2,Nautical Two Piece,5,Gingham Dress,0
10,1,Comfort,7,Ladder Back Top,2,Cocoon Dress,0
10,1,Don,11,Bra Top and Skirt,10,Godet Dress,0
10,1,Georgie,9,Little Dress,4,Tablecloth Dress,0
10,1,Janet,4,Skirt and Top,3,Garden Party Dress,0
10,1,Lauren,3,Spotty Skirt,11,Maxi Dress,0
10,1,Luke,5,Graphic Top,6,Hand-Painted Utility Dress,0
10,1,Marcus,6,Hat,7,Shirt Dress,0
10,1,Neil,10,Fitted Dress,12,1970's Dress,0
10,1,Pascha,1,Skirt,9,Milkmaid Dress,0
10,1,Suzy,12,A-symetric Top,1,Duvet Dress,1
10,2,Ailsa,9,Torn Apart Set,2,Team Canada Golf Kit,0
10,2,Alex,4,Panelled Floor Length Dress,1,GB Marathon Kit,0
10,2,Comfort,10,Set,10,Ugandan Rugby Kit,0
10,2,Don,8,Scarecrow Set,6,Golfing Two Piece,0
10,2,Georgie,2,Dress,9,Trinidad & Tobago Track Kit,1
10,2,Janet,11,Dress,8,Jazzy Leotard,0
10,2,Lauren,6,Bow Top,7,Sequin Leotard,0
10,2,Luke,3,Piping Dress,4,Spanish Track Kit,0
10,2,Marcus,1,Balaclava,11,Speed Climbing Kit,0
10,2,Pascha,5,Cut Out Dress,5,GB Javelin Kit,0
10,2,Suzy,7,Full Skirt Dress,3,Weightlifting Unitard,0
10,3,Ailsa,1,Cinch Bag,3,French Riviera Plazzo Pants,1
10,3,Alex,3,Convertible Bag,1,French Riviera Jumpsuit,0
10,3,Don,10,Rucksack,8,French Riviera Sunflower Trousers & Top,0
10,3,Georgie,4,Purse and Bag,4,Beach to Bar Skirt & Top,0
10,3,Janet,8,Boot Bag,10,French Riviera Cocktail Twin Set,0
10,3,Lauren,6,Tote Bag,7,Chic Chiffon Two-Piece,0
10,3,Luke,1,Whistle Rucksack,2,French Riviera Shirt & Trousers,0
10,3,Marcus,9,Rucksack,9,French Riviera Ruffle Top & Skirt,0
10,3,Pascha,5,Duck Bag,5,Sailor Trousers & Top,0
10,3,Suzy,7,Circle Bag,6,French Riviera Polka Dot Skirt & Top,0
10,4,Ailsa,2,,4,Arty Party Dress,0
10,4,Alex,3,,6,"""Ta Dah"" Party Dress",1
10,4,Don,9,Black & Red,8,Ruffled Party Dress,0
10,4,Georgie,4,,5,Lace Party Dress,0
10,4,Lauren,7,,3,80's Puffball Dress,0
10,4,Luke,5,Champagne Dress,2,80's Power Party Dress,0
10,4,Marcus,6,Multi-Panel Jacket & Shorts,9,Red Carpet Party Outfit,0
10,4,Pascha,1,Dracula Dress,1,Cocktail Party Dress,0
10,4,Suzy,8,,7,"""Dance All Night"" Party Dress",0
10,5,Ailsa,4,Shorts Suit,5,Scotland & India - Together at Last,1
10,5,Alex,1,Maxi Dress,8,Red Carpet Glamour Gown,0
10,5,Georgie,6,Multi Gathered Bonanza,1,Green Goddess Sari Dress,0
10,5,Lauren,7,Short Suit,7,Silver Silk Sari Dress,0
10,5,Luke,3,Patchwork Dress,3,Big Drape Drag Dress,0
10,5,Marcus,2,Dress,4,A Dress for Bally,0
10,5,Pascha,5,Frilled Top and Skirt,2,All-In-One Sari Dress,0
10,5,Suzy,8,Dress with Pockets,6,Gold & Green Mini Dress,0
10,6,Ailsa,1,Dalmatian,3,Mum's Mermaid Inspired Party Dess,0
10,6,Alex,2,Lion,2,Party Dungarees & Top,0
10,6,Georgie,5,Butterfly,7,Double Denim Jumpsuit,0
10,6,Luke,7,Fish,5,Bi-Coloured Braces Boilersuit,0
10,6,Marcus,3,Frog,6,Spaceman Jumpsuit,0
10,6,Pascha,4,Crocodile,1,Ra-Ra Skirt & Top,1
10,6,Suzy,6,Swan,4,Granny Patsy'd Patchwork Skirt & Top,0
10,7,Ailsa,5,Black & White Dress,5,Unconventional Dress,0
10,7,Alex,1,Frilly Dress,2,Inside-out Dress,0
10,7,Luke,3,Floor-length Dress,3,Pageant Gown,0
10,7,Marcus,4,Muscle Man Torso,6,Rockstar Skater Chick Dress,0
10,7,Pascha,2,S&M Dress,1,Vintage Gown,1
10,7,Suzy,6,Brown & Black,4,Colourful Jigsaw Dress,0
10,8,Ailsa,2,Lounging Cow Girl,1,Shania Twain Leopard Print Coat,0
10,8,Alex,3,Red and Brown Dressing Gown,2,Orville Peck Canadian Tuxedo,0
10,8,Luke,1,Keyhole Two-piece,5,Lady Gaga Human Motorbike Outfit,1
10,8,Pascha,4,Bikini with see-through shorts,3,Beyonce Mirror Bodysuit,0
10,8,Suzy,5,Green Black & White Two-piece,4,Lady Gaga Opera Coat,0
10,9,Ailsa,3,Halterneck Top with Woven Back,3,Box Tweed Waistcoat & Organza Skirt,0
10,9,Luke,2,Black & White Dress,1,Little Black Dress,0
10,9,Pascha,1,Pastel Dress,2,1930s Coco Dress,1
10,9,Suzy,4,Game of Thrones Fan Dress,4,Monochrome Dress,0
10,10,Ailsa,2,Bunting top and skirt,3,'Scotland with a Twist' Two-Piece,0
10,10,Luke,1,Pastel Napkin Dress,2,Monochrome Masc/Femme Gown,0
10,10,Pascha,3,Glittery Silver Dress,1,Hot Pink Ballgown,0
